image,voxel volume,voxel size,image volume,image size
BraTS2021_00443t1ce,1,"[1.0, 1.0, 1.0]",1455586,"(240.0, 240.0, 155.0)"
BraTS2021_00443t2,1,"[1.0, 1.0, 1.0]",1455586,"(240.0, 240.0, 155.0)"
BraTS2021_00444flair,1,"[1.0, 1.0, 1.0]",1628785,"(240.0, 240.0, 155.0)"
BraTS2021_00444t1,1,"[1.0, 1.0, 1.0]",1628889,"(240.0, 240.0, 155.0)"
BraTS2021_00444t1ce,1,"[1.0, 1.0, 1.0]",1628900,"(240.0, 240.0, 155.0)"
BraTS2021_00444t2,1,"[1.0, 1.0, 1.0]",1628879,"(240.0, 240.0, 155.0)"
BraTS2021_00445flair,1,"[1.0, 1.0, 1.0]",1547071,"(240.0, 240.0, 155.0)"
BraTS2021_00445t1,1,"[1.0, 1.0, 1.0]",1547799,"(240.0, 240.0, 155.0)"
BraTS2021_00445t1ce,1,"[1.0, 1.0, 1.0]",1547799,"(240.0, 240.0, 155.0)"
BraTS2021_00445t2,1,"[1.0, 1.0, 1.0]",1546593,"(240.0, 240.0, 155.0)"
BraTS2021_00446flair,1,"[1.0, 1.0, 1.0]",1538301,"(240.0, 240.0, 155.0)"
BraTS2021_00446t1,1,"[1.0, 1.0, 1.0]",1538312,"(240.0, 240.0, 155.0)"
BraTS2021_00446t1ce,1,"[1.0, 1.0, 1.0]",1538314,"(240.0, 240.0, 155.0)"
BraTS2021_00446t2,1,"[1.0, 1.0, 1.0]",1538307,"(240.0, 240.0, 155.0)"
BraTS2021_00448flair,1,"[1.0, 1.0, 1.0]",1406245,"(240.0, 240.0, 155.0)"
BraTS2021_00448t1,1,"[1.0, 1.0, 1.0]",1406245,"(240.0, 240.0, 155.0)"
BraTS2021_00448t1ce,1,"[1.0, 1.0, 1.0]",1406245,"(240.0, 240.0, 155.0)"
BraTS2021_00448t2,1,"[1.0, 1.0, 1.0]",1406245,"(240.0, 240.0, 155.0)"
BraTS2021_00449flair,1,"[1.0, 1.0, 1.0]",1528365,"(240.0, 240.0, 155.0)"
BraTS2021_00449t1,1,"[1.0, 1.0, 1.0]",1528388,"(240.0, 240.0, 155.0)"
BraTS2021_00449t1ce,1,"[1.0, 1.0, 1.0]",1528397,"(240.0, 240.0, 155.0)"
BraTS2021_00449t2,1,"[1.0, 1.0, 1.0]",1528374,"(240.0, 240.0, 155.0)"
BraTS2021_00451flair,1,"[1.0, 1.0, 1.0]",1373800,"(240.0, 240.0, 155.0)"
BraTS2021_00451t1,1,"[1.0, 1.0, 1.0]",1373800,"(240.0, 240.0, 155.0)"
BraTS2021_00451t1ce,1,"[1.0, 1.0, 1.0]",1373800,"(240.0, 240.0, 155.0)"
BraTS2021_00451t2,1,"[1.0, 1.0, 1.0]",1373800,"(240.0, 240.0, 155.0)"
BraTS2021_00452flair,1,"[1.0, 1.0, 1.0]",1739160,"(240.0, 240.0, 155.0)"
BraTS2021_00452t1,1,"[1.0, 1.0, 1.0]",1739160,"(240.0, 240.0, 155.0)"
BraTS2021_00452t1ce,1,"[1.0, 1.0, 1.0]",1739160,"(240.0, 240.0, 155.0)"
BraTS2021_00452t2,1,"[1.0, 1.0, 1.0]",1739160,"(240.0, 240.0, 155.0)"
BraTS2021_00453flair,1,"[1.0, 1.0, 1.0]",1337933,"(240.0, 240.0, 155.0)"
BraTS2021_00453t1,1,"[1.0, 1.0, 1.0]",1337933,"(240.0, 240.0, 155.0)"
BraTS2021_00453t1ce,1,"[1.0, 1.0, 1.0]",1337933,"(240.0, 240.0, 155.0)"
BraTS2021_00453t2,1,"[1.0, 1.0, 1.0]",1337933,"(240.0, 240.0, 155.0)"
BraTS2021_00454flair,1,"[1.0, 1.0, 1.0]",1316623,"(240.0, 240.0, 155.0)"
BraTS2021_00454t1,1,"[1.0, 1.0, 1.0]",1316623,"(240.0, 240.0, 155.0)"
BraTS2021_00454t1ce,1,"[1.0, 1.0, 1.0]",1316623,"(240.0, 240.0, 155.0)"
BraTS2021_00454t2,1,"[1.0, 1.0, 1.0]",1316623,"(240.0, 240.0, 155.0)"
BraTS2021_00455flair,1,"[1.0, 1.0, 1.0]",1350110,"(240.0, 240.0, 155.0)"
BraTS2021_00455t1,1,"[1.0, 1.0, 1.0]",1350110,"(240.0, 240.0, 155.0)"
BraTS2021_00455t1ce,1,"[1.0, 1.0, 1.0]",1350110,"(240.0, 240.0, 155.0)"
BraTS2021_00455t2,1,"[1.0, 1.0, 1.0]",1350072,"(240.0, 240.0, 155.0)"
BraTS2021_00456flair,1,"[1.0, 1.0, 1.0]",1455655,"(240.0, 240.0, 155.0)"
BraTS2021_00456t1,1,"[1.0, 1.0, 1.0]",1455660,"(240.0, 240.0, 155.0)"
BraTS2021_00456t1ce,1,"[1.0, 1.0, 1.0]",1455678,"(240.0, 240.0, 155.0)"
BraTS2021_00456t2,1,"[1.0, 1.0, 1.0]",1455674,"(240.0, 240.0, 155.0)"
BraTS2021_00457flair,1,"[1.0, 1.0, 1.0]",1621569,"(240.0, 240.0, 155.0)"
BraTS2021_00457t1,1,"[1.0, 1.0, 1.0]",1621569,"(240.0, 240.0, 155.0)"
BraTS2021_00457t1ce,1,"[1.0, 1.0, 1.0]",1621569,"(240.0, 240.0, 155.0)"
BraTS2021_00457t2,1,"[1.0, 1.0, 1.0]",1621516,"(240.0, 240.0, 155.0)"
BraTS2021_00459flair,1,"[1.0, 1.0, 1.0]",1303552,"(240.0, 240.0, 155.0)"
BraTS2021_00459t1,1,"[1.0, 1.0, 1.0]",1303553,"(240.0, 240.0, 155.0)"
BraTS2021_00459t1ce,1,"[1.0, 1.0, 1.0]",1303553,"(240.0, 240.0, 155.0)"
BraTS2021_00459t2,1,"[1.0, 1.0, 1.0]",1303551,"(240.0, 240.0, 155.0)"
BraTS2021_00464flair,1,"[1.0, 1.0, 1.0]",1742949,"(240.0, 240.0, 155.0)"
BraTS2021_00464t1,1,"[1.0, 1.0, 1.0]",1742949,"(240.0, 240.0, 155.0)"
BraTS2021_00464t1ce,1,"[1.0, 1.0, 1.0]",1742949,"(240.0, 240.0, 155.0)"
BraTS2021_00464t2,1,"[1.0, 1.0, 1.0]",1742949,"(240.0, 240.0, 155.0)"
BraTS2021_00466flair,1,"[1.0, 1.0, 1.0]",1558921,"(240.0, 240.0, 155.0)"
BraTS2021_00466t1,1,"[1.0, 1.0, 1.0]",1555840,"(240.0, 240.0, 155.0)"
BraTS2021_00466t1ce,1,"[1.0, 1.0, 1.0]",1558921,"(240.0, 240.0, 155.0)"
BraTS2021_00466t2,1,"[1.0, 1.0, 1.0]",1558921,"(240.0, 240.0, 155.0)"
BraTS2021_00468flair,1,"[1.0, 1.0, 1.0]",1415164,"(240.0, 240.0, 155.0)"
BraTS2021_00468t1,1,"[1.0, 1.0, 1.0]",1415164,"(240.0, 240.0, 155.0)"
BraTS2021_00468t1ce,1,"[1.0, 1.0, 1.0]",1415164,"(240.0, 240.0, 155.0)"
BraTS2021_00468t2,1,"[1.0, 1.0, 1.0]",1415164,"(240.0, 240.0, 155.0)"
BraTS2021_00469flair,1,"[1.0, 1.0, 1.0]",1482809,"(240.0, 240.0, 155.0)"
BraTS2021_00469t1,1,"[1.0, 1.0, 1.0]",1482809,"(240.0, 240.0, 155.0)"
BraTS2021_00469t1ce,1,"[1.0, 1.0, 1.0]",1482809,"(240.0, 240.0, 155.0)"
BraTS2021_00469t2,1,"[1.0, 1.0, 1.0]",1482809,"(240.0, 240.0, 155.0)"
BraTS2021_00470flair,1,"[1.0, 1.0, 1.0]",1591017,"(240.0, 240.0, 155.0)"
BraTS2021_00470t1,1,"[1.0, 1.0, 1.0]",1591017,"(240.0, 240.0, 155.0)"
BraTS2021_00470t1ce,1,"[1.0, 1.0, 1.0]",1591017,"(240.0, 240.0, 155.0)"
BraTS2021_00470t2,1,"[1.0, 1.0, 1.0]",1591017,"(240.0, 240.0, 155.0)"
BraTS2021_00472flair,1,"[1.0, 1.0, 1.0]",1669653,"(240.0, 240.0, 155.0)"
BraTS2021_00472t1,1,"[1.0, 1.0, 1.0]",1669653,"(240.0, 240.0, 155.0)"
BraTS2021_00472t1ce,1,"[1.0, 1.0, 1.0]",1669653,"(240.0, 240.0, 155.0)"
BraTS2021_00472t2,1,"[1.0, 1.0, 1.0]",1669653,"(240.0, 240.0, 155.0)"
BraTS2021_00477flair,1,"[1.0, 1.0, 1.0]",1669750,"(240.0, 240.0, 155.0)"
BraTS2021_00477t1,1,"[1.0, 1.0, 1.0]",1669293,"(240.0, 240.0, 155.0)"
BraTS2021_00477t1ce,1,"[1.0, 1.0, 1.0]",1669750,"(240.0, 240.0, 155.0)"
BraTS2021_00477t2,1,"[1.0, 1.0, 1.0]",1669750,"(240.0, 240.0, 155.0)"
BraTS2021_00478flair,1,"[1.0, 1.0, 1.0]",1492875,"(240.0, 240.0, 155.0)"
BraTS2021_00478t1,1,"[1.0, 1.0, 1.0]",1492875,"(240.0, 240.0, 155.0)"
BraTS2021_00478t1ce,1,"[1.0, 1.0, 1.0]",1492875,"(240.0, 240.0, 155.0)"
BraTS2021_00478t2,1,"[1.0, 1.0, 1.0]",1492875,"(240.0, 240.0, 155.0)"
BraTS2021_00479flair,1,"[1.0, 1.0, 1.0]",1478532,"(240.0, 240.0, 155.0)"
BraTS2021_00479t1,1,"[1.0, 1.0, 1.0]",1478532,"(240.0, 240.0, 155.0)"
BraTS2021_00479t1ce,1,"[1.0, 1.0, 1.0]",1478532,"(240.0, 240.0, 155.0)"
BraTS2021_00479t2,1,"[1.0, 1.0, 1.0]",1478465,"(240.0, 240.0, 155.0)"
BraTS2021_00480flair,1,"[1.0, 1.0, 1.0]",1558740,"(240.0, 240.0, 155.0)"
BraTS2021_00480t1,1,"[1.0, 1.0, 1.0]",1558740,"(240.0, 240.0, 155.0)"
BraTS2021_00480t1ce,1,"[1.0, 1.0, 1.0]",1558740,"(240.0, 240.0, 155.0)"
BraTS2021_00480t2,1,"[1.0, 1.0, 1.0]",1558740,"(240.0, 240.0, 155.0)"
BraTS2021_00481flair,1,"[1.0, 1.0, 1.0]",1471923,"(240.0, 240.0, 155.0)"
BraTS2021_00481t1,1,"[1.0, 1.0, 1.0]",1471923,"(240.0, 240.0, 155.0)"
BraTS2021_00481t1ce,1,"[1.0, 1.0, 1.0]",1471923,"(240.0, 240.0, 155.0)"
BraTS2021_00481t2,1,"[1.0, 1.0, 1.0]",1471921,"(240.0, 240.0, 155.0)"
BraTS2021_00483flair,1,"[1.0, 1.0, 1.0]",1660769,"(240.0, 240.0, 155.0)"
BraTS2021_00483t1,1,"[1.0, 1.0, 1.0]",1660769,"(240.0, 240.0, 155.0)"
BraTS2021_00483t1ce,1,"[1.0, 1.0, 1.0]",1660769,"(240.0, 240.0, 155.0)"
BraTS2021_00483t2,1,"[1.0, 1.0, 1.0]",1660769,"(240.0, 240.0, 155.0)"
BraTS2021_00485flair,1,"[1.0, 1.0, 1.0]",1343883,"(240.0, 240.0, 155.0)"
BraTS2021_00485t1,1,"[1.0, 1.0, 1.0]",1343883,"(240.0, 240.0, 155.0)"
BraTS2021_00485t1ce,1,"[1.0, 1.0, 1.0]",1343883,"(240.0, 240.0, 155.0)"
BraTS2021_00485t2,1,"[1.0, 1.0, 1.0]",1343881,"(240.0, 240.0, 155.0)"
BraTS2021_00488flair,1,"[1.0, 1.0, 1.0]",1516526,"(240.0, 240.0, 155.0)"
BraTS2021_00488t1,1,"[1.0, 1.0, 1.0]",1516526,"(240.0, 240.0, 155.0)"
BraTS2021_00488t1ce,1,"[1.0, 1.0, 1.0]",1516526,"(240.0, 240.0, 155.0)"
BraTS2021_00488t2,1,"[1.0, 1.0, 1.0]",1516526,"(240.0, 240.0, 155.0)"
BraTS2021_00491flair,1,"[1.0, 1.0, 1.0]",1643125,"(240.0, 240.0, 155.0)"
BraTS2021_00491t1,1,"[1.0, 1.0, 1.0]",1643125,"(240.0, 240.0, 155.0)"
BraTS2021_00491t1ce,1,"[1.0, 1.0, 1.0]",1643125,"(240.0, 240.0, 155.0)"
BraTS2021_00491t2,1,"[1.0, 1.0, 1.0]",1643122,"(240.0, 240.0, 155.0)"
BraTS2021_00493flair,1,"[1.0, 1.0, 1.0]",1350679,"(240.0, 240.0, 155.0)"
BraTS2021_00493t1,1,"[1.0, 1.0, 1.0]",1350679,"(240.0, 240.0, 155.0)"
BraTS2021_00493t1ce,1,"[1.0, 1.0, 1.0]",1350679,"(240.0, 240.0, 155.0)"
BraTS2021_00493t2,1,"[1.0, 1.0, 1.0]",1350679,"(240.0, 240.0, 155.0)"
BraTS2021_00494flair,1,"[1.0, 1.0, 1.0]",1551965,"(240.0, 240.0, 155.0)"
BraTS2021_00494t1,1,"[1.0, 1.0, 1.0]",1551965,"(240.0, 240.0, 155.0)"
BraTS2021_00494t1ce,1,"[1.0, 1.0, 1.0]",1551965,"(240.0, 240.0, 155.0)"
BraTS2021_00494t2,1,"[1.0, 1.0, 1.0]",1551965,"(240.0, 240.0, 155.0)"
BraTS2021_00495flair,1,"[1.0, 1.0, 1.0]",1472960,"(240.0, 240.0, 155.0)"
BraTS2021_00495t1,1,"[1.0, 1.0, 1.0]",1472960,"(240.0, 240.0, 155.0)"
BraTS2021_00495t1ce,1,"[1.0, 1.0, 1.0]",1472960,"(240.0, 240.0, 155.0)"
BraTS2021_00495t2,1,"[1.0, 1.0, 1.0]",1472959,"(240.0, 240.0, 155.0)"
BraTS2021_00496flair,1,"[1.0, 1.0, 1.0]",1566760,"(240.0, 240.0, 155.0)"
BraTS2021_00496t1,1,"[1.0, 1.0, 1.0]",1566760,"(240.0, 240.0, 155.0)"
BraTS2021_00496t1ce,1,"[1.0, 1.0, 1.0]",1566760,"(240.0, 240.0, 155.0)"
BraTS2021_00496t2,1,"[1.0, 1.0, 1.0]",1566760,"(240.0, 240.0, 155.0)"
BraTS2021_00498flair,1,"[1.0, 1.0, 1.0]",1624535,"(240.0, 240.0, 155.0)"
BraTS2021_00498t1,1,"[1.0, 1.0, 1.0]",1624535,"(240.0, 240.0, 155.0)"
BraTS2021_00498t1ce,1,"[1.0, 1.0, 1.0]",1624535,"(240.0, 240.0, 155.0)"
BraTS2021_00498t2,1,"[1.0, 1.0, 1.0]",1624535,"(240.0, 240.0, 155.0)"
BraTS2021_00499flair,1,"[1.0, 1.0, 1.0]",1749756,"(240.0, 240.0, 155.0)"
BraTS2021_00499t1,1,"[1.0, 1.0, 1.0]",1749756,"(240.0, 240.0, 155.0)"
BraTS2021_00499t1ce,1,"[1.0, 1.0, 1.0]",1749756,"(240.0, 240.0, 155.0)"
BraTS2021_00499t2,1,"[1.0, 1.0, 1.0]",1749753,"(240.0, 240.0, 155.0)"
BraTS2021_00500flair,1,"[1.0, 1.0, 1.0]",1553447,"(240.0, 240.0, 155.0)"
BraTS2021_00500t1,1,"[1.0, 1.0, 1.0]",1553447,"(240.0, 240.0, 155.0)"
BraTS2021_00500t1ce,1,"[1.0, 1.0, 1.0]",1553447,"(240.0, 240.0, 155.0)"
BraTS2021_00500t2,1,"[1.0, 1.0, 1.0]",1553447,"(240.0, 240.0, 155.0)"
BraTS2021_00501flair,1,"[1.0, 1.0, 1.0]",1428056,"(240.0, 240.0, 155.0)"
BraTS2021_00501t1,1,"[1.0, 1.0, 1.0]",1428056,"(240.0, 240.0, 155.0)"
BraTS2021_00501t1ce,1,"[1.0, 1.0, 1.0]",1428056,"(240.0, 240.0, 155.0)"
BraTS2021_00501t2,1,"[1.0, 1.0, 1.0]",1428055,"(240.0, 240.0, 155.0)"
BraTS2021_00502flair,1,"[1.0, 1.0, 1.0]",1611977,"(240.0, 240.0, 155.0)"
BraTS2021_00502t1,1,"[1.0, 1.0, 1.0]",1611977,"(240.0, 240.0, 155.0)"
BraTS2021_00502t1ce,1,"[1.0, 1.0, 1.0]",1611977,"(240.0, 240.0, 155.0)"
BraTS2021_00502t2,1,"[1.0, 1.0, 1.0]",1611977,"(240.0, 240.0, 155.0)"
BraTS2021_00504flair,1,"[1.0, 1.0, 1.0]",1581947,"(240.0, 240.0, 155.0)"
BraTS2021_00504t1,1,"[1.0, 1.0, 1.0]",1581947,"(240.0, 240.0, 155.0)"
BraTS2021_00504t1ce,1,"[1.0, 1.0, 1.0]",1581947,"(240.0, 240.0, 155.0)"
BraTS2021_00504t2,1,"[1.0, 1.0, 1.0]",1581942,"(240.0, 240.0, 155.0)"
BraTS2021_00505flair,1,"[1.0, 1.0, 1.0]",1455829,"(240.0, 240.0, 155.0)"
BraTS2021_00505t1,1,"[1.0, 1.0, 1.0]",1455829,"(240.0, 240.0, 155.0)"
BraTS2021_00505t1ce,1,"[1.0, 1.0, 1.0]",1455829,"(240.0, 240.0, 155.0)"
BraTS2021_00505t2,1,"[1.0, 1.0, 1.0]",1455829,"(240.0, 240.0, 155.0)"
BraTS2021_00506flair,1,"[1.0, 1.0, 1.0]",1617119,"(240.0, 240.0, 155.0)"
BraTS2021_00506t1,1,"[1.0, 1.0, 1.0]",1617119,"(240.0, 240.0, 155.0)"
BraTS2021_00506t1ce,1,"[1.0, 1.0, 1.0]",1617119,"(240.0, 240.0, 155.0)"
BraTS2021_00506t2,1,"[1.0, 1.0, 1.0]",1617116,"(240.0, 240.0, 155.0)"
BraTS2021_00507flair,1,"[1.0, 1.0, 1.0]",1364700,"(240.0, 240.0, 155.0)"
BraTS2021_00507t1,1,"[1.0, 1.0, 1.0]",1364700,"(240.0, 240.0, 155.0)"
BraTS2021_00507t1ce,1,"[1.0, 1.0, 1.0]",1364700,"(240.0, 240.0, 155.0)"
BraTS2021_00507t2,1,"[1.0, 1.0, 1.0]",1364700,"(240.0, 240.0, 155.0)"
BraTS2021_00510flair,1,"[1.0, 1.0, 1.0]",1537902,"(240.0, 240.0, 155.0)"
BraTS2021_00510t1,1,"[1.0, 1.0, 1.0]",1537902,"(240.0, 240.0, 155.0)"
BraTS2021_00510t1ce,1,"[1.0, 1.0, 1.0]",1537902,"(240.0, 240.0, 155.0)"
BraTS2021_00510t2,1,"[1.0, 1.0, 1.0]",1537902,"(240.0, 240.0, 155.0)"
BraTS2021_00511flair,1,"[1.0, 1.0, 1.0]",1693946,"(240.0, 240.0, 155.0)"
BraTS2021_00511t1,1,"[1.0, 1.0, 1.0]",1693946,"(240.0, 240.0, 155.0)"
BraTS2021_00511t1ce,1,"[1.0, 1.0, 1.0]",1693946,"(240.0, 240.0, 155.0)"
BraTS2021_00511t2,1,"[1.0, 1.0, 1.0]",1693946,"(240.0, 240.0, 155.0)"
BraTS2021_00512flair,1,"[1.0, 1.0, 1.0]",1397694,"(240.0, 240.0, 155.0)"
BraTS2021_00512t1,1,"[1.0, 1.0, 1.0]",1397694,"(240.0, 240.0, 155.0)"
BraTS2021_00512t1ce,1,"[1.0, 1.0, 1.0]",1397694,"(240.0, 240.0, 155.0)"
BraTS2021_00512t2,1,"[1.0, 1.0, 1.0]",1397694,"(240.0, 240.0, 155.0)"
BraTS2021_00513flair,1,"[1.0, 1.0, 1.0]",1699663,"(240.0, 240.0, 155.0)"
BraTS2021_00513t1,1,"[1.0, 1.0, 1.0]",1699663,"(240.0, 240.0, 155.0)"
BraTS2021_00513t1ce,1,"[1.0, 1.0, 1.0]",1699663,"(240.0, 240.0, 155.0)"
BraTS2021_00513t2,1,"[1.0, 1.0, 1.0]",1699663,"(240.0, 240.0, 155.0)"
BraTS2021_00514flair,1,"[1.0, 1.0, 1.0]",1476768,"(240.0, 240.0, 155.0)"
BraTS2021_00514t1,1,"[1.0, 1.0, 1.0]",1476768,"(240.0, 240.0, 155.0)"
BraTS2021_00514t1ce,1,"[1.0, 1.0, 1.0]",1476768,"(240.0, 240.0, 155.0)"
BraTS2021_00514t2,1,"[1.0, 1.0, 1.0]",1476768,"(240.0, 240.0, 155.0)"
BraTS2021_00516flair,1,"[1.0, 1.0, 1.0]",1349324,"(240.0, 240.0, 155.0)"
BraTS2021_00516t1,1,"[1.0, 1.0, 1.0]",1349324,"(240.0, 240.0, 155.0)"
BraTS2021_00516t1ce,1,"[1.0, 1.0, 1.0]",1349324,"(240.0, 240.0, 155.0)"
BraTS2021_00516t2,1,"[1.0, 1.0, 1.0]",1349324,"(240.0, 240.0, 155.0)"
BraTS2021_00517flair,1,"[1.0, 1.0, 1.0]",1723982,"(240.0, 240.0, 155.0)"
BraTS2021_00517t1,1,"[1.0, 1.0, 1.0]",1723982,"(240.0, 240.0, 155.0)"
BraTS2021_00517t1ce,1,"[1.0, 1.0, 1.0]",1723982,"(240.0, 240.0, 155.0)"
BraTS2021_00517t2,1,"[1.0, 1.0, 1.0]",1723980,"(240.0, 240.0, 155.0)"
BraTS2021_00518flair,1,"[1.0, 1.0, 1.0]",1589952,"(240.0, 240.0, 155.0)"
BraTS2021_00518t1,1,"[1.0, 1.0, 1.0]",1589952,"(240.0, 240.0, 155.0)"
BraTS2021_00518t1ce,1,"[1.0, 1.0, 1.0]",1589952,"(240.0, 240.0, 155.0)"
BraTS2021_00518t2,1,"[1.0, 1.0, 1.0]",1589952,"(240.0, 240.0, 155.0)"
BraTS2021_00519flair,1,"[1.0, 1.0, 1.0]",1602379,"(240.0, 240.0, 155.0)"
BraTS2021_00519t1,1,"[1.0, 1.0, 1.0]",1602379,"(240.0, 240.0, 155.0)"
BraTS2021_00519t1ce,1,"[1.0, 1.0, 1.0]",1602379,"(240.0, 240.0, 155.0)"
BraTS2021_00519t2,1,"[1.0, 1.0, 1.0]",1602379,"(240.0, 240.0, 155.0)"
BraTS2021_00520flair,1,"[1.0, 1.0, 1.0]",1436008,"(240.0, 240.0, 155.0)"
BraTS2021_00520t1,1,"[1.0, 1.0, 1.0]",1436008,"(240.0, 240.0, 155.0)"
BraTS2021_00520t1ce,1,"[1.0, 1.0, 1.0]",1436008,"(240.0, 240.0, 155.0)"
BraTS2021_00520t2,1,"[1.0, 1.0, 1.0]",1436008,"(240.0, 240.0, 155.0)"
BraTS2021_00523flair,1,"[1.0, 1.0, 1.0]",1371429,"(240.0, 240.0, 155.0)"
BraTS2021_00523t1,1,"[1.0, 1.0, 1.0]",1371429,"(240.0, 240.0, 155.0)"
BraTS2021_00523t1ce,1,"[1.0, 1.0, 1.0]",1371429,"(240.0, 240.0, 155.0)"
BraTS2021_00523t2,1,"[1.0, 1.0, 1.0]",1371429,"(240.0, 240.0, 155.0)"
BraTS2021_00524flair,1,"[1.0, 1.0, 1.0]",1373356,"(240.0, 240.0, 155.0)"
BraTS2021_00524t1,1,"[1.0, 1.0, 1.0]",1373356,"(240.0, 240.0, 155.0)"
BraTS2021_00524t1ce,1,"[1.0, 1.0, 1.0]",1373356,"(240.0, 240.0, 155.0)"
BraTS2021_00524t2,1,"[1.0, 1.0, 1.0]",1373356,"(240.0, 240.0, 155.0)"
BraTS2021_00525flair,1,"[1.0, 1.0, 1.0]",1629739,"(240.0, 240.0, 155.0)"
BraTS2021_00525t1,1,"[1.0, 1.0, 1.0]",1629722,"(240.0, 240.0, 155.0)"
BraTS2021_00525t1ce,1,"[1.0, 1.0, 1.0]",1629739,"(240.0, 240.0, 155.0)"
BraTS2021_00525t2,1,"[1.0, 1.0, 1.0]",1629739,"(240.0, 240.0, 155.0)"
BraTS2021_00526flair,1,"[1.0, 1.0, 1.0]",1828945,"(240.0, 240.0, 155.0)"
BraTS2021_00526t1,1,"[1.0, 1.0, 1.0]",1828945,"(240.0, 240.0, 155.0)"
BraTS2021_00526t1ce,1,"[1.0, 1.0, 1.0]",1828945,"(240.0, 240.0, 155.0)"
BraTS2021_00526t2,1,"[1.0, 1.0, 1.0]",1828945,"(240.0, 240.0, 155.0)"
BraTS2021_00528flair,1,"[1.0, 1.0, 1.0]",1924508,"(240.0, 240.0, 155.0)"
BraTS2021_00528t1,1,"[1.0, 1.0, 1.0]",1924508,"(240.0, 240.0, 155.0)"
BraTS2021_00528t1ce,1,"[1.0, 1.0, 1.0]",1924508,"(240.0, 240.0, 155.0)"
BraTS2021_00528t2,1,"[1.0, 1.0, 1.0]",1924508,"(240.0, 240.0, 155.0)"
BraTS2021_00529flair,1,"[1.0, 1.0, 1.0]",1609606,"(240.0, 240.0, 155.0)"
BraTS2021_00529t1,1,"[1.0, 1.0, 1.0]",1609606,"(240.0, 240.0, 155.0)"
BraTS2021_00529t1ce,1,"[1.0, 1.0, 1.0]",1609606,"(240.0, 240.0, 155.0)"
BraTS2021_00529t2,1,"[1.0, 1.0, 1.0]",1609606,"(240.0, 240.0, 155.0)"
BraTS2021_00530flair,1,"[1.0, 1.0, 1.0]",1717457,"(240.0, 240.0, 155.0)"
BraTS2021_00530t1,1,"[1.0, 1.0, 1.0]",1717457,"(240.0, 240.0, 155.0)"
BraTS2021_00530t1ce,1,"[1.0, 1.0, 1.0]",1717457,"(240.0, 240.0, 155.0)"
BraTS2021_00530t2,1,"[1.0, 1.0, 1.0]",1717457,"(240.0, 240.0, 155.0)"
BraTS2021_00532flair,1,"[1.0, 1.0, 1.0]",1526710,"(240.0, 240.0, 155.0)"
BraTS2021_00532t1,1,"[1.0, 1.0, 1.0]",1526710,"(240.0, 240.0, 155.0)"
BraTS2021_00532t1ce,1,"[1.0, 1.0, 1.0]",1526710,"(240.0, 240.0, 155.0)"
BraTS2021_00532t2,1,"[1.0, 1.0, 1.0]",1526710,"(240.0, 240.0, 155.0)"
BraTS2021_00533flair,1,"[1.0, 1.0, 1.0]",1560049,"(240.0, 240.0, 155.0)"
BraTS2021_00533t1,1,"[1.0, 1.0, 1.0]",1560049,"(240.0, 240.0, 155.0)"
BraTS2021_00533t1ce,1,"[1.0, 1.0, 1.0]",1560049,"(240.0, 240.0, 155.0)"
BraTS2021_00533t2,1,"[1.0, 1.0, 1.0]",1560044,"(240.0, 240.0, 155.0)"
BraTS2021_00537flair,1,"[1.0, 1.0, 1.0]",1673460,"(240.0, 240.0, 155.0)"
BraTS2021_00537t1,1,"[1.0, 1.0, 1.0]",1673461,"(240.0, 240.0, 155.0)"
BraTS2021_00537t1ce,1,"[1.0, 1.0, 1.0]",1673461,"(240.0, 240.0, 155.0)"
BraTS2021_00537t2,1,"[1.0, 1.0, 1.0]",1673460,"(240.0, 240.0, 155.0)"
BraTS2021_00538flair,1,"[1.0, 1.0, 1.0]",1421313,"(240.0, 240.0, 155.0)"
BraTS2021_00538t1,1,"[1.0, 1.0, 1.0]",1421313,"(240.0, 240.0, 155.0)"
BraTS2021_00538t1ce,1,"[1.0, 1.0, 1.0]",1421313,"(240.0, 240.0, 155.0)"
BraTS2021_00538t2,1,"[1.0, 1.0, 1.0]",1421312,"(240.0, 240.0, 155.0)"
BraTS2021_00539flair,1,"[1.0, 1.0, 1.0]",1486027,"(240.0, 240.0, 155.0)"
BraTS2021_00539t1,1,"[1.0, 1.0, 1.0]",1486027,"(240.0, 240.0, 155.0)"
BraTS2021_00539t1ce,1,"[1.0, 1.0, 1.0]",1486027,"(240.0, 240.0, 155.0)"
BraTS2021_00539t2,1,"[1.0, 1.0, 1.0]",1486027,"(240.0, 240.0, 155.0)"
BraTS2021_00540flair,1,"[1.0, 1.0, 1.0]",1566559,"(240.0, 240.0, 155.0)"
BraTS2021_00540t1,1,"[1.0, 1.0, 1.0]",1566559,"(240.0, 240.0, 155.0)"
BraTS2021_00540t1ce,1,"[1.0, 1.0, 1.0]",1566559,"(240.0, 240.0, 155.0)"
BraTS2021_00540t2,1,"[1.0, 1.0, 1.0]",1566557,"(240.0, 240.0, 155.0)"
BraTS2021_00542flair,1,"[1.0, 1.0, 1.0]",1431673,"(240.0, 240.0, 155.0)"
BraTS2021_00542t1,1,"[1.0, 1.0, 1.0]",1431673,"(240.0, 240.0, 155.0)"
BraTS2021_00542t1ce,1,"[1.0, 1.0, 1.0]",1431673,"(240.0, 240.0, 155.0)"
