image,voxel volume,voxel size,image volume,image size
00210FLAIR,3.0944824,"[1.015625, 1.015625, 3.0]",3246.112060546875,"(195.0, 260.0, 180.0)"
00210T1w,1.0314941,"[1.015625, 1.015625, 1.0]",1998.004150390625,"(195.0, 260.0, 192.0)"
00210T1wCE,1.0314941,"[1.015625, 1.015625, 1.0]",1353.3203125,"(195.0, 260.0, 192.0)"
00210T2w,3.0944824,"[1.015625, 1.015625, 3.0]",1318.24951171875,"(211.25, 260.0, 192.0)"
00211FLAIR,2.6367188,"[0.9375, 0.9375, 3.0]",3040.13671875,"(180.0, 240.0, 180.0)"
00211T1w,0.9536743,"[0.9765625, 0.9765625, 1.0]",2140.9988403320312,"(187.5, 250.0, 192.0)"
00211T1wCE,0.9536743,"[0.9765625, 0.9765625, 1.0]",1461.029052734375,"(187.5, 250.0, 192.0)"
00211T2w,2.6367188,"[0.9375, 0.9375, 3.0]",1260.3515625,"(195.0, 240.0, 192.0)"
00212FLAIR,2.6367188,"[0.9375, 0.9375, 3.0]",3654.4921875,"(180.0, 240.0, 180.0)"
00212T1w,0.9536743,"[0.9765625, 0.9765625, 1.0]",1900.6729125976562,"(187.5, 250.0, 192.0)"
00212T1wCE,0.9536743,"[0.9765625, 0.9765625, 1.0]",1284.5993041992188,"(187.5, 250.0, 192.0)"
00212T2w,2.6367188,"[0.9375, 0.9375, 3.0]",1415.91796875,"(195.0, 240.0, 192.0)"
00214FLAIR,1.5755211,"[0.5729167, 0.5729167, 4.8]",3195.156814098358,"(178.75000619888306, 220.00000762939453, 153.60000610351562)"
00214T1w,3.874512,"[0.8984375, 0.8984375, 4.8]",1755.1539165973663,"(186.875, 230.0, 153.60000610351562)"
00214T1wCE,3.874512,"[0.8984375, 0.8984375, 4.8]",1387.0752806663513,"(186.875, 230.0, 153.60000610351562)"
00214T2w,0.8862305,"[0.4296875, 0.4296875, 4.8]",1191.0938301086426,"(178.75, 220.0, 153.60000610351562)"
00216FLAIR,2.3632812,"[0.6875, 0.6875, 5.0]",2682.32421875,"(220.0, 220.0, 160.0)"
00216T1w,0.9536743,"[0.9765625, 0.9765625, 1.0]",3047.943115234375,"(226.5625, 250.0, 176.0)"
00216T1wCE,0.9536743,"[0.9765625, 0.9765625, 1.0]",2265.93017578125,"(226.5625, 250.0, 176.0)"
00216T2w,1.3178612,"[0.51339287, 0.51339287, 5.0]",1875.3164867162704,"(186.87500309944153, 230.00000381469727, 160.0)"
00217FLAIR,2.6367188,"[0.9375, 0.9375, 3.0]",2499.609375,"(180.0, 240.0, 180.0)"
00217T1w,3.874512,"[0.8984375, 0.8984375, 4.8]",2096.1109688282013,"(186.875, 230.0, 153.60000610351562)"
00217T1wCE,0.9536743,"[0.9765625, 0.9765625, 1.0]",1483.917236328125,"(187.5, 250.0, 192.0)"
00217T2w,0.8862305,"[0.4296875, 0.4296875, 4.8]",1382.5196242332458,"(178.75, 220.0, 153.60000610351562)"
00218FLAIR,2.861023,"[0.9765625, 0.9765625, 3.0]",2649.3072509765625,"(187.5, 250.0, 192.0)"
00218T1w,0.9536743,"[0.9765625, 0.9765625, 1.0]",2324.1043090820312,"(187.5, 250.0, 192.0)"
00218T1wCE,0.9536743,"[0.9765625, 0.9765625, 1.0]",1741.4093017578125,"(187.5, 250.0, 192.0)"
00218T2w,0.92315674,"[0.4296875, 0.4296875, 5.0]",1418.8919067382812,"(192.5, 220.0, 160.0)"
00219FLAIR,2.6367188,"[0.9375, 0.9375, 3.0]",2808.10546875,"(180.0, 240.0, 180.0)"
00219T1w,0.9536743,"[0.9765625, 0.9765625, 1.0]",2099.9908447265625,"(187.5, 250.0, 192.0)"
00219T1wCE,0.9536743,"[0.9765625, 0.9765625, 1.0]",1399.993896484375,"(187.5, 250.0, 192.0)"
00219T2w,2.6367188,"[0.9375, 0.9375, 3.0]",1255.078125,"(195.0, 240.0, 192.0)"
00220FLAIR,2.6367188,"[0.9375, 0.9375, 3.0]",3222.0703125,"(180.0, 240.0, 180.0)"
00220T1w,0.9536743,"[0.9765625, 0.9765625, 1.0]",1891.1361694335938,"(187.5, 250.0, 192.0)"
00220T1wCE,0.9536743,"[0.9765625, 0.9765625, 1.0]",1199.7222900390625,"(187.5, 250.0, 192.0)"
00220T2w,2.6367188,"[0.9375, 0.9375, 3.0]",1489.74609375,"(195.0, 240.0, 192.0)"
00221FLAIR,2.6367188,"[0.9375, 0.9375, 3.0]",3633.3984375,"(180.0, 240.0, 180.0)"
00221T1w,0.9536743,"[0.9765625, 0.9765625, 1.0]",1985.5499267578125,"(187.5, 250.0, 192.0)"
00221T1wCE,0.9536743,"[0.9765625, 0.9765625, 1.0]",1276.9699096679688,"(187.5, 250.0, 192.0)"
00221T2w,2.6367188,"[0.9375, 0.9375, 3.0]",1418.5546875,"(195.0, 240.0, 192.0)"
00222FLAIR,2.6367188,"[0.9375, 0.9375, 3.0]",3338.0859375,"(180.0, 240.0, 180.0)"
00222T1w,0.9536743,"[0.9765625, 0.9765625, 1.0]",1879.6920776367188,"(187.5, 250.0, 192.0)"
00222T1wCE,0.9536743,"[0.9765625, 0.9765625, 1.0]",1356.1248779296875,"(187.5, 250.0, 192.0)"
00222T2w,2.6367188,"[0.9375, 0.9375, 3.0]",793.65234375,"(195.0, 240.0, 192.0)"
00227FLAIR,2.861023,"[0.9765625, 0.9765625, 3.0]",3344.5358276367188,"(187.5, 250.0, 180.0)"
00227T1w,0.9536743,"[0.9765625, 0.9765625, 1.0]",1913.0706787109375,"(187.5, 250.0, 192.0)"
00227T1wCE,0.9536743,"[0.9765625, 0.9765625, 1.0]",1337.0513916015625,"(187.5, 250.0, 192.0)"
00227T2w,2.6367188,"[0.9375, 0.9375, 3.0]",1133.7890625,"(195.0, 240.0, 192.0)"
00228FLAIR,0.96008295,"[0.4296875, 0.4296875, 5.2]",1544.773463666439,"(220.0, 220.0, 155.9999942779541)"
00228T1w,0.8862305,"[0.4296875, 0.4296875, 4.8]",1815.0001220703125,"(178.75, 220.0, 163.20000648498535)"
00228T1wCE,0.8862305,"[0.4296875, 0.4296875, 4.8]",1496.843362390995,"(178.75, 220.0, 163.20000648498535)"
00228T2w,2.2687502,"[0.6875, 0.6875, 4.8]",889.3500747680664,"(162.25, 220.0, 163.20000648498535)"
00230FLAIR,2.6367188,"[0.9375, 0.9375, 3.0]",2678.90625,"(180.0, 240.0, 180.0)"
00230T1w,0.9536743,"[0.9765625, 0.9765625, 1.0]",1783.3709716796875,"(187.5, 250.0, 192.0)"
00230T1wCE,0.9536743,"[0.9765625, 0.9765625, 1.0]",1165.3900146484375,"(187.5, 250.0, 192.0)"
00230T2w,2.6367188,"[0.9375, 0.9375, 3.0]",1152.24609375,"(195.0, 240.0, 192.0)"
00231FLAIR,2.6367188,"[0.9375, 0.9375, 3.0]",2610.3515625,"(180.0, 240.0, 180.0)"
00231T1w,0.9536743,"[0.9765625, 0.9765625, 1.0]",1771.9268798828125,"(187.5, 250.0, 192.0)"
00231T1wCE,0.9536743,"[0.9765625, 0.9765625, 1.0]",1320.8389282226562,"(187.5, 250.0, 192.0)"
00231T2w,2.6367188,"[0.9375, 0.9375, 3.0]",1096.875,"(195.0, 240.0, 192.0)"
00233FLAIR,2.6367188,"[0.9375, 0.9375, 3.0]",2858.203125,"(180.0, 240.0, 180.0)"
00233T1w,0.9536743,"[0.9765625, 0.9765625, 1.0]",2214.4317626953125,"(187.5, 250.0, 192.0)"
00233T1wCE,0.9536743,"[0.9765625, 0.9765625, 1.0]",1399.993896484375,"(187.5, 250.0, 192.0)"
00233T2w,2.6367188,"[0.9375, 0.9375, 3.0]",1650.5859375,"(195.0, 240.0, 192.0)"
00234FLAIR,2.6367188,"[0.9375, 0.9375, 3.0]",3092.87109375,"(180.0, 240.0, 180.0)"
00234T1w,0.9536743,"[0.9765625, 0.9765625, 1.0]",1889.2288208007812,"(187.5, 250.0, 192.0)"
00234T1wCE,0.9536743,"[0.9765625, 0.9765625, 1.0]",1294.1360473632812,"(187.5, 250.0, 192.0)"
00234T2w,2.6367188,"[0.9375, 0.9375, 3.0]",1191.796875,"(195.0, 240.0, 192.0)"
00235FLAIR,2.6367188,"[0.9375, 0.9375, 3.0]",3272.16796875,"(180.0, 240.0, 180.0)"
00235T1w,0.9536743,"[0.9765625, 0.9765625, 1.0]",2416.6107177734375,"(187.5, 250.0, 192.0)"
00235T1wCE,0.9536743,"[0.9765625, 0.9765625, 1.0]",1534.4619750976562,"(187.5, 250.0, 192.0)"
00235T2w,2.6367188,"[0.9375, 0.9375, 3.0]",1600.48828125,"(180.0, 240.0, 192.0)"
00236FLAIR,2.6367188,"[0.9375, 0.9375, 3.0]",4340.0390625,"(180.0, 240.0, 180.0)"
00236T1w,0.9536743,"[0.9765625, 0.9765625, 1.0]",2132.415771484375,"(187.5, 250.0, 192.0)"
00236T1wCE,0.9536743,"[0.9765625, 0.9765625, 1.0]",1547.8134155273438,"(187.5, 250.0, 192.0)"
00236T2w,2.6367188,"[0.9375, 0.9375, 3.0]",1534.5703125,"(195.0, 240.0, 192.0)"
00237FLAIR,0.6591797,"[0.46875, 0.46875, 3.0]",2226.0498046875,"(180.0, 240.0, 180.0)"
00237T1w,0.23841858,"[0.48828125, 0.48828125, 1.0]",2344.1314697265625,"(187.5, 250.0, 192.0)"
00237T1wCE,0.23841858,"[0.48828125, 0.48828125, 1.0]",1612.9016876220703,"(187.5, 250.0, 192.0)"
00237T2w,2.6367188,"[0.9375, 0.9375, 3.0]",1207.6171875,"(195.0, 240.0, 192.0)"
00238FLAIR,2.6367188,"[0.9375, 0.9375, 3.0]",3607.03125,"(180.0, 240.0, 180.0)"
00238T1w,0.9536743,"[0.9765625, 0.9765625, 1.0]",2749.4430541992188,"(187.5, 250.0, 192.0)"
00238T1wCE,0.9536743,"[0.9765625, 0.9765625, 1.0]",1731.87255859375,"(187.5, 250.0, 192.0)"
00238T2w,2.6367188,"[0.9375, 0.9375, 3.0]",2075.09765625,"(195.0, 240.0, 192.0)"
00239FLAIR,0.6591797,"[0.46875, 0.46875, 3.0]",2489.7216796875,"(180.0, 240.0, 180.0)"
00239T1w,0.23841858,"[0.48828125, 0.48828125, 1.0]",2191.5435791015625,"(187.5, 250.0, 192.0)"
00239T1wCE,0.23841858,"[0.48828125, 0.48828125, 1.0]",1641.0350799560547,"(187.5, 250.0, 192.0)"
00239T2w,2.6367188,"[0.9375, 0.9375, 3.0]",1049.4140625,"(195.0, 240.0, 192.0)"
00240FLAIR,2.6367188,"[0.9375, 0.9375, 3.0]",3171.97265625,"(180.0, 240.0, 180.0)"
00240T1w,0.9536743,"[0.9765625, 0.9765625, 1.0]",2208.709716796875,"(187.5, 250.0, 192.0)"
00240T1wCE,0.9536743,"[0.9765625, 0.9765625, 1.0]",1308.441162109375,"(187.5, 250.0, 192.0)"
00240T2w,2.6367188,"[0.9375, 0.9375, 3.0]",1616.30859375,"(195.0, 240.0, 192.0)"
00241FLAIR,0.6591797,"[0.46875, 0.46875, 3.0]",2520.703125,"(180.0, 240.0, 180.0)"
00241T1w,0.23841858,"[0.48828125, 0.48828125, 1.0]",2199.888229370117,"(187.5, 250.0, 192.0)"
00241T1wCE,0.23841858,"[0.48828125, 0.48828125, 1.0]",1516.103744506836,"(187.5, 250.0, 192.0)"
00241T2w,2.6367188,"[0.9375, 0.9375, 3.0]",1075.78125,"(195.0, 240.0, 192.0)"
00242FLAIR,2.861023,"[0.9765625, 0.9765625, 3.0]",2291.6793823242188,"(187.5, 250.0, 180.0)"
00242T1w,0.9536743,"[0.9765625, 0.9765625, 1.0]",1747.13134765625,"(187.5, 250.0, 192.0)"
00242T1wCE,0.9536743,"[0.9765625, 0.9765625, 1.0]",1358.9859008789062,"(187.5, 250.0, 192.0)"
00242T2w,2.861023,"[0.9765625, 0.9765625, 3.0]",912.6663208007812,"(187.5, 250.0, 192.0)"
00243FLAIR,1.1077881,"[0.4296875, 0.4296875, 6.0]",1725.933837890625,"(192.5, 220.0, 150.0)"
00243T1w,1.1077881,"[0.4296875, 0.4296875, 6.0]",1118.865966796875,"(192.5, 220.0, 150.0)"
00243T1wCE,1.1077881,"[0.4296875, 0.4296875, 6.0]",852.996826171875,"(192.5, 220.0, 150.0)"
00243T2w,1.9694012,"[0.5729167, 0.5729167, 6.0]",901.9857680797577,"(192.50000667572021, 220.00000762939453, 150.0)"
00245FLAIR,2.6367188,"[0.9375, 0.9375, 3.0]",4055.2734375,"(180.0, 240.0, 180.0)"
00245T1w,0.9536743,"[0.9765625, 0.9765625, 1.0]",2161.9796752929688,"(187.5, 250.0, 192.0)"
00245T1wCE,0.9536743,"[0.9765625, 0.9765625, 1.0]",1598.358154296875,"(187.5, 250.0, 192.0)"
00245T2w,2.6367188,"[0.9375, 0.9375, 3.0]",1244.53125,"(195.0, 240.0, 192.0)"
00246FLAIR,2.6367188,"[0.9375, 0.9375, 3.0]",2987.40234375,"(180.0, 240.0, 180.0)"
00246T1w,0.9536743,"[0.9765625, 0.9765625, 1.0]",2055.1681518554688,"(187.5, 250.0, 192.0)"
00246T1wCE,0.9536743,"[0.9765625, 0.9765625, 1.0]",1412.3916625976562,"(187.5, 250.0, 192.0)"
00246T2w,2.6367188,"[0.9375, 0.9375, 3.0]",1262.98828125,"(195.0, 240.0, 192.0)"
00247FLAIR,2.6367188,"[0.9375, 0.9375, 3.0]",2457.421875,"(180.0, 240.0, 180.0)"
00247T1w,0.9536743,"[0.9765625, 0.9765625, 1.0]",1928.3294677734375,"(187.5, 250.0, 192.0)"
00247T1wCE,0.9536743,"[0.9765625, 0.9765625, 1.0]",1126.2893676757812,"(187.5, 250.0, 192.0)"
00247T2w,2.6367188,"[0.9375, 0.9375, 3.0]",1189.16015625,"(195.0, 240.0, 192.0)"
00249FLAIR,2.6367188,"[0.9375, 0.9375, 3.0]",2649.90234375,"(180.0, 240.0, 180.0)"
00249T1w,0.9536743,"[0.9765625, 0.9765625, 1.0]",2085.6857299804688,"(187.5, 250.0, 192.0)"
00249T1wCE,0.9536743,"[0.9765625, 0.9765625, 1.0]",1386.6424560546875,"(187.5, 250.0, 192.0)"
00249T2w,2.6367188,"[0.9375, 0.9375, 3.0]",1510.83984375,"(195.0, 240.0, 192.0)"
00250FLAIR,2.6367188,"[0.9375, 0.9375, 3.0]",2900.390625,"(180.0, 240.0, 180.0)"
00250T1w,0.9536743,"[0.9765625, 0.9765625, 1.0]",2261.1618041992188,"(187.5, 250.0, 192.0)"
00250T1wCE,0.9536743,"[0.9765625, 0.9765625, 1.0]",1511.5737915039062,"(187.5, 250.0, 192.0)"
00250T2w,2.6367188,"[0.9375, 0.9375, 3.0]",1460.7421875,"(195.0, 240.0, 192.0)"
00251FLAIR,2.6367188,"[0.9375, 0.9375, 3.0]",4226.66015625,"(180.0, 240.0, 180.0)"
00251T1w,0.9536743,"[0.9765625, 0.9765625, 1.0]",2418.51806640625,"(187.5, 250.0, 192.0)"
00251T1wCE,0.9536743,"[0.9765625, 0.9765625, 1.0]",1642.2271728515625,"(187.5, 250.0, 192.0)"
00251T2w,2.6367188,"[0.9375, 0.9375, 3.0]",1853.61328125,"(195.0, 240.0, 192.0)"
00253FLAIR,2.6367188,"[0.9375, 0.9375, 3.0]",3327.5390625,"(180.0, 240.0, 180.0)"
00253T1w,0.9536743,"[0.9765625, 0.9765625, 1.0]",2247.8103637695312,"(187.5, 250.0, 192.0)"
00253T1wCE,0.9536743,"[0.9765625, 0.9765625, 1.0]",1499.176025390625,"(187.5, 250.0, 192.0)"
00253T2w,2.6367188,"[0.9375, 0.9375, 3.0]",1231.34765625,"(195.0, 240.0, 192.0)"
00254FLAIR,2.6367188,"[0.9375, 0.9375, 3.0]",2982.12890625,"(180.0, 240.0, 180.0)"
00254T1w,0.9536743,"[0.9765625, 0.9765625, 1.0]",1963.6154174804688,"(187.5, 250.0, 192.0)"
00254T1wCE,0.9536743,"[0.9765625, 0.9765625, 1.0]",1412.3916625976562,"(187.5, 250.0, 192.0)"
00254T2w,2.6367188,"[0.9375, 0.9375, 3.0]",1218.1640625,"(195.0, 240.0, 192.0)"
00258FLAIR,1.8310547,"[0.78125, 0.78125, 3.0]",2589.111328125,"(203.125, 250.0, 180.0)"
00258T1w,2.5830078,"[0.71875, 0.71875, 5.0]",1438.7353515625,"(179.6875, 230.0, 160.0)"
00258T1wCE,2.5830078,"[0.71875, 0.71875, 5.0]",862.724609375,"(179.6875, 230.0, 160.0)"
00258T2w,1.3178612,"[0.51339287, 0.51339287, 5.0]",1139.9499374628067,"(172.50000286102295, 230.00000381469727, 160.0)"
00259FLAIR,2.6367188,"[0.9375, 0.9375, 3.0]",3214.16015625,"(180.0, 240.0, 180.0)"
00259T1w,1.0314941,"[1.015625, 1.015625, 1.0]",2185.736083984375,"(195.0, 260.0, 192.0)"
00259T1wCE,0.9536743,"[0.9765625, 0.9765625, 1.0]",1501.0833740234375,"(187.5, 250.0, 192.0)"
00259T2w,2.6367188,"[0.9375, 0.9375, 3.0]",1389.55078125,"(195.0, 240.0, 192.0)"
00260FLAIR,2.6367188,"[0.9375, 0.9375, 3.0]",2897.75390625,"(180.0, 240.0, 180.0)"
00260T1w,0.9536743,"[0.9765625, 0.9765625, 1.0]",2249.7177124023438,"(187.5, 250.0, 192.0)"
00260T1wCE,0.9536743,"[0.9765625, 0.9765625, 1.0]",1528.7399291992188,"(187.5, 250.0, 192.0)"
00260T2w,2.6367188,"[0.9375, 0.9375, 3.0]",1421.19140625,"(195.0, 240.0, 192.0)"
00261FLAIR,0.42187452,"[0.375, 0.375, 2.9999967]",5525.290629863739,"(180.0, 240.0, 179.99979972839355)"
00261T1w,0.858306,"[0.976562, 0.976562, 0.9]",3489.8721581697464,"(187.49990844726562, 249.9998779296875, 187.19999504089355)"
00261T1wCE,0.858306,"[0.976562, 0.976562, 0.9]",2470.204641222954,"(187.49990844726562, 249.9998779296875, 187.19999504089355)"
00261T2w,1.6874981,"[0.75, 0.75, 2.9999967]",1743.1855297088623,"(195.0, 240.0, 179.99979972839355)"
00262FLAIR,0.71525574,"[0.48828125, 0.48828125, 3.0]",2139.3299102783203,"(203.125, 250.0, 180.0)"
00262T1w,0.92315674,"[0.4296875, 0.4296875, 5.0]",1332.1151733398438,"(178.75, 220.0, 160.0)"
00262T1wCE,0.92315674,"[0.4296875, 0.4296875, 5.0]",906.5399169921875,"(178.75, 220.0, 160.0)"
00262T2w,0.92315674,"[0.4296875, 0.4296875, 5.0]",1610.9085083007812,"(192.5, 220.0, 160.0)"
00263FLAIR,2.6367188,"[0.9375, 0.9375, 3.0]",2855.56640625,"(180.0, 240.0, 180.0)"
00263T1w,0.9536743,"[0.9765625, 0.9765625, 1.0]",2369.8806762695312,"(187.5, 250.0, 192.0)"
00263T1wCE,0.9536743,"[0.9765625, 0.9765625, 1.0]",1590.728759765625,"(187.5, 250.0, 192.0)"
00263T2w,2.6367188,"[0.9375, 0.9375, 3.0]",1531.93359375,"(195.0, 240.0, 192.0)"
00266FLAIR,1.4179685,"[0.6875, 0.6875, 2.9999995]",3801.5735795497894,"(192.5, 220.0, 179.9999713897705)"
00266T1w,0.9536743,"[0.9765625, 0.9765625, 1.0]",3186.2258911132812,"(226.5625, 250.0, 176.0)"
00266T1wCE,0.9536743,"[0.9765625, 0.9765625, 1.0]",2466.2017822265625,"(226.5625, 250.0, 176.0)"
00266T2w,1.3178612,"[0.51339287, 0.51339287, 5.0]",1532.672574877739,"(208.4375034570694, 230.00000381469727, 170.0)"
00267FLAIR,2.6367188,"[0.9375, 0.9375, 3.0]",3438.28125,"(180.0, 240.0, 180.0)"
00267T1w,0.9536743,"[0.9765625, 0.9765625, 1.0]",2170.562744140625,"(187.5, 250.0, 192.0)"
00267T1wCE,0.9536743,"[0.9765625, 0.9765625, 1.0]",1467.7047729492188,"(187.5, 250.0, 192.0)"
00267T2w,2.6367188,"[0.9375, 0.9375, 3.0]",1001.953125,"(195.0, 240.0, 192.0)"
00269FLAIR,2.861023,"[0.9765625, 0.9765625, 3.0]",2746.58203125,"(250.0, 250.0, 192.0)"
00269T1w,0.9536743,"[0.9765625, 0.9765625, 1.0]",2545.3567504882812,"(187.5, 250.0, 192.0)"
00269T1wCE,0.9536743,"[0.9765625, 0.9765625, 1.0]",1744.2703247070312,"(250.0, 250.0, 192.0)"
00269T2w,0.55389404,"[0.4296875, 0.4296875, 3.0]",1337.6541137695312,"(192.5, 220.0, 192.0)"
00270FLAIR,1.1077881,"[0.4296875, 0.4296875, 6.0]",4058.935546875,"(192.5, 220.0, 150.0)"
00270T1w,1.1077881,"[0.4296875, 0.4296875, 6.0]",2305.3070068359375,"(192.5, 220.0, 162.0)"
00270T1wCE,1.1077881,"[0.4296875, 0.4296875, 6.0]",1301.6510009765625,"(192.5, 220.0, 150.0)"
00270T2w,1.9694012,"[0.5729167, 0.5729167, 6.0]",2859.5706009864807,"(192.50000667572021, 220.00000762939453, 150.0)"
00271FLAIR,2.6367188,"[0.9375, 0.9375, 3.0]",3314.35546875,"(180.0, 240.0, 180.0)"
00271T1w,0.9536743,"[0.9765625, 0.9765625, 1.0]",2436.6378784179688,"(187.5, 250.0, 192.0)"
00271T1wCE,0.9536743,"[0.9765625, 0.9765625, 1.0]",1606.9412231445312,"(187.5, 250.0, 192.0)"
00271T2w,2.6367188,"[0.9375, 0.9375, 3.0]",1328.90625,"(195.0, 240.0, 192.0)"
00273FLAIR,2.6367188,"[0.9375, 0.9375, 3.0]",2771.19140625,"(180.0, 240.0, 180.0)"
00273T1w,0.9536743,"[0.9765625, 0.9765625, 1.0]",2163.8870239257812,"(187.5, 250.0, 192.0)"
00273T1wCE,0.9536743,"[0.9765625, 0.9765625, 1.0]",1423.8357543945312,"(187.5, 250.0, 192.0)"
00273T2w,2.6367188,"[0.9375, 0.9375, 3.0]",1223.4375,"(195.0, 240.0, 192.0)"
00274FLAIR,2.6367188,"[0.9375, 0.9375, 3.0]",2544.43359375,"(180.0, 240.0, 180.0)"
00274T1w,0.9536743,"[0.9765625, 0.9765625, 1.0]",1607.8948974609375,"(187.5, 250.0, 192.0)"
00274T1wCE,0.9536743,"[0.9765625, 0.9765625, 1.0]",1113.8916015625,"(187.5, 250.0, 192.0)"
00274T2w,2.6367188,"[0.9375, 0.9375, 3.0]",954.4921875,"(195.0, 240.0, 192.0)"
00275FLAIR,3.8403323,"[0.859375, 0.859375, 5.2000003]",2169.787732362747,"(178.75, 220.0, 156.00000858306885)"
00275T1w,2.6863282,"[0.71875, 0.71875, 5.2000003]",650.0914177894592,"(186.875, 230.0, 156.00000858306885)"
00275T1wCE,2.6863282,"[0.71875, 0.71875, 5.2000003]",601.7375106811523,"(186.875, 230.0, 156.00000858306885)"
00275T2w,2.4578125,"[0.6875, 0.6875, 5.2000003]",577.5859487056732,"(178.75, 220.0, 156.00000858306885)"
00280FLAIR,2.6367188,"[0.9375, 0.9375, 3.0]",2684.1796875,"(180.0, 240.0, 180.0)"
00280T1w,0.9536743,"[0.9765625, 0.9765625, 1.0]",1628.875732421875,"(187.5, 250.0, 192.0)"
00280T1wCE,0.9536743,"[0.9765625, 0.9765625, 1.0]",1235.0082397460938,"(187.5, 250.0, 192.0)"
00280T2w,2.6367188,"[0.9375, 0.9375, 3.0]",888.57421875,"(195.0, 240.0, 192.0)"
00281FLAIR,2.861023,"[0.9765625, 0.9765625, 3.0]",2291.6793823242188,"(203.125, 250.0, 180.0)"
00281T1w,3.692627,"[0.859375, 0.859375, 5.0]",1595.21484375,"(192.5, 220.0, 160.0)"
00281T1wCE,0.9536743,"[0.9765625, 0.9765625, 1.0]",1811.0275268554688,"(250.0, 250.0, 192.0)"
00281T2w,0.92315674,"[0.4296875, 0.4296875, 5.0]",1231.4910888671875,"(192.5, 220.0, 160.0)"
00282FLAIR,2.6367188,"[0.9375, 0.9375, 3.0]",3108.69140625,"(180.0, 240.0, 180.0)"
00282T1w,0.9536743,"[0.9765625, 0.9765625, 1.0]",2017.0211791992188,"(187.5, 250.0, 192.0)"
00282T1wCE,0.9536743,"[0.9765625, 0.9765625, 1.0]",1370.4299926757812,"(187.5, 250.0, 192.0)"
00282T2w,2.6367188,"[0.9375, 0.9375, 3.0]",1181.25,"(195.0, 240.0, 192.0)"
00283FLAIR,2.6367188,"[0.9375, 0.9375, 3.0]",3733.59375,"(180.0, 240.0, 180.0)"
00283T1w,0.9536743,"[0.9765625, 0.9765625, 1.0]",2164.8406982421875,"(187.5, 250.0, 192.0)"
00283T1wCE,0.9536743,"[0.9765625, 0.9765625, 1.0]",1342.7734375,"(187.5, 250.0, 192.0)"
00283T2w,2.6367188,"[0.9375, 0.9375, 3.0]",1455.46875,"(195.0, 240.0, 192.0)"
00284FLAIR,2.6367188,"[0.9375, 0.9375, 3.0]",2328.22265625,"(180.0, 240.0, 180.0)"
00284T1w,0.9536743,"[0.9765625, 0.9765625, 1.0]",1605.0338745117188,"(187.5, 250.0, 192.0)"
00284T1wCE,0.9536743,"[0.9765625, 0.9765625, 1.0]",1012.8021240234375,"(187.5, 250.0, 192.0)"
00284T2w,2.6367188,"[0.9375, 0.9375, 3.0]",1057.32421875,"(195.0, 240.0, 192.0)"
00285FLAIR,2.6367188,"[0.9375, 0.9375, 3.0]",4516.69921875,"(180.0, 240.0, 180.0)"
00285T1w,0.9536743,"[0.9765625, 0.9765625, 1.0]",2207.7560424804688,"(187.5, 250.0, 192.0)"
00285T1wCE,0.9536743,"[0.9765625, 0.9765625, 1.0]",1451.4923095703125,"(187.5, 250.0, 192.0)"
00285T2w,2.6367188,"[0.9375, 0.9375, 3.0]",1439.6484375,"(195.0, 240.0, 192.0)"
00286FLAIR,2.6367188,"[0.9375, 0.9375, 3.0]",2971.58203125,"(180.0, 240.0, 180.0)"
00286T1w,0.9536743,"[0.9765625, 0.9765625, 1.0]",2266.8838500976562,"(187.5, 250.0, 192.0)"
00286T1wCE,0.9536743,"[0.9765625, 0.9765625, 1.0]",1609.80224609375,"(187.5, 250.0, 192.0)"
00286T2w,2.6367188,"[0.9375, 0.9375, 3.0]",1526.66015625,"(195.0, 240.0, 192.0)"
00288FLAIR,0.6591797,"[0.46875, 0.46875, 3.0]",2185.83984375,"(180.0, 240.0, 180.0)"
00288T1w,0.23841858,"[0.48828125, 0.48828125, 1.0]",1796.0071563720703,"(187.5, 250.0, 192.0)"
00288T1wCE,0.23841858,"[0.48828125, 0.48828125, 1.0]",1247.1675872802734,"(187.5, 250.0, 192.0)"
00288T2w,2.6367188,"[0.9375, 0.9375, 3.0]",970.3125,"(195.0, 240.0, 192.0)"
00289FLAIR,2.6367183,"[0.9375, 0.9375, 2.9999995]",5025.5850286483765,"(180.0, 240.0, 179.9999713897705)"
00289T1w,0.23841858,"[0.48828125, 0.48828125, 1.0]",3589.3917083740234,"(187.5, 250.0, 192.0)"
00289T1wCE,0.23841858,"[0.48828125, 0.48828125, 1.0]",1770.4963684082031,"(187.5, 250.0, 192.0)"
00289T2w,1.6874998,"[0.75, 0.75, 2.9999995]",1147.4998378753662,"(195.0, 240.0, 191.99996948242188)"
00290FLAIR,0.6591797,"[0.46875, 0.46875, 3.0]",3052.6611328125,"(180.0, 240.0, 180.0)"
00290T1w,0.23841858,"[0.48828125, 0.48828125, 1.0]",2526.998519897461,"(187.5, 250.0, 192.0)"
00290T1wCE,0.23841858,"[0.48828125, 0.48828125, 1.0]",1629.5909881591797,"(187.5, 250.0, 192.0)"
00290T2w,2.6367188,"[0.9375, 0.9375, 3.0]",1165.4296875,"(195.0, 240.0, 192.0)"
00291FLAIR,0.71525574,"[0.48828125, 0.48828125, 3.0]",1977.682113647461,"(203.125, 250.0, 180.0)"
00291T1w,0.92315674,"[0.4296875, 0.4296875, 5.0]",952.69775390625,"(178.75, 220.0, 180.0)"
